question_id,image_id,question_type,question,wording_pattern,canonical_target,ground_truth,prediction,confidence,confidence_range,count_bucket,model_used,fallback_used,endpoint_error
30915,309,count,How many residential buildings are there?,how-many,building,381,201+,0.47671061754226685,0.00-0.49,201+,RSVQA Specialist v1,False,
30916,309,count,What is the amount of buildings?,amount-of,building,392,201+,0.4396752119064331,0.00-0.49,201+,RSVQA Specialist v1,False,
30919,309,count,What is the amount of residential areas?,amount-of,scene,3,1,0.32445427775382996,0.00-0.49,2-5,RSVQA Specialist v1,False,
30931,309,count,How many grass areas are there?,how-many,grassland,293,201+,0.7872762680053711,0.75-0.89,201+,RSVQA Specialist v1,False,
30934,309,count,How many buildings at the top of a  water area are there?,how-many,building,392,201+,0.11736980825662613,0.00-0.49,201+,RSVQA Specialist v1,False,
30936,309,count,How many commercial buildings are there?,how-many,building,8,3,0.20939315855503082,0.00-0.49,6-10,RSVQA Specialist v1,False,
30946,309,count,How many circular residential buildings are there?,how-many,building,4,0,0.21208666265010834,0.00-0.49,2-5,RSVQA Specialist v1,False,
30956,309,count,What is the number of small commercial buildings?,number-of,building,7,3,0.2748968303203583,0.00-0.49,6-10,RSVQA Specialist v1,False,
30958,309,count,What is the number of water areas next to a  road?,number-of,water,37,17,0.06274126470088959,0.00-0.49,21-50,RSVQA Specialist v1,False,
30959,309,count,How many forests are there?,how-many,forest,9,16,0.068135567009449,0.00-0.49,6-10,RSVQA Specialist v1,False,
30969,309,comp,Are there less water areas than farmlands?,less-than,water vs agriculture,no,yes,0.8042550086975098,0.75-0.89,n/a,RSVQA Specialist v1,False,
30974,309,count,What is the number of small grass areas?,number-of,grassland,27,17,0.10145005583763123,0.00-0.49,21-50,RSVQA Specialist v1,False,
30977,309,count,What is the amount of large grass areas?,amount-of,grassland,236,201+,0.7853946685791016,0.75-0.89,201+,RSVQA Specialist v1,False,
30992,309,comp,Are there more commercial buildings than circular grass areas?,more-than,building vs grassland,yes,no,0.9339916706085205,0.90-1.00,n/a,RSVQA Specialist v1,False,
31002,309,count,What is the number of medium grass areas?,number-of,grassland,30,17,0.14621292054653168,0.00-0.49,21-50,RSVQA Specialist v1,False,
31003,309,count,What is the amount of commercial buildings on the left of a  grass area?,amount-of,building,8,2,0.20009483397006989,0.00-0.49,6-10,RSVQA Specialist v1,False,
31012,310,count,How many water areas are there?,how-many,water,69,201+,0.05915781855583191,0.00-0.49,51-100,RSVQA Specialist v1,False,
31014,310,count,What is the number of buildings?,number-of,building,169,201+,0.47731366753578186,0.00-0.49,101-200,RSVQA Specialist v1,False,
31016,310,count,What is the amount of grass areas?,amount-of,grassland,171,201+,0.9488510489463806,0.90-1.00,101-200,RSVQA Specialist v1,False,
31018,310,count,What is the amount of commercial buildings?,amount-of,building,2,0,0.6872981190681458,0.50-0.74,2-5,RSVQA Specialist v1,False,
31020,310,count,What is the amount of roads in the image?,amount-of,road,60,106,0.048466768115758896,0.00-0.49,51-100,RSVQA Specialist v1,False,
31022,310,count,What is the amount of forests?,amount-of,forest,140,4,0.05818478763103485,0.00-0.49,101-200,RSVQA Specialist v1,False,
31028,310,presence,Is a rectangular commercial building present?,present,building,yes,no,0.9196767210960388,0.90-1.00,n/a,RSVQA Specialist v1,False,
31029,310,count,What is the amount of residential buildings?,amount-of,building,167,201+,0.6779511570930481,0.50-0.74,101-200,RSVQA Specialist v1,False,
31030,310,count,What is the amount of large forests?,amount-of,forest,63,4,0.21183986961841583,0.00-0.49,51-100,RSVQA Specialist v1,False,
31034,310,count,What is the number of small water areas?,number-of,water,18,201+,0.1614854633808136,0.00-0.49,11-20,RSVQA Specialist v1,False,
31038,310,count,What is the number of large woods?,number-of,forest,0,1,0.6939890384674072,0.50-0.74,0,RSVQA Specialist v1,False,
31040,310,presence,Is a circular building present?,present,building,yes,no,0.9209719896316528,0.90-1.00,n/a,RSVQA Specialist v1,False,
31042,310,count,How many large water areas are there?,how-many,water,26,0,0.11583535373210907,0.00-0.49,21-50,RSVQA Specialist v1,False,
31044,310,count,What is the amount of water areas on the right of a  commercial building?,amount-of,water,30,0,0.7770218253135681,0.75-0.89,21-50,RSVQA Specialist v1,False,
31045,310,presence,Is a square residential building present?,present,building,yes,no,0.8160008788108826,0.75-0.89,n/a,RSVQA Specialist v1,False,
31049,310,count,What is the number of wetlands?,number-of,wetland,38,4,0.1542474627494812,0.00-0.49,21-50,RSVQA Specialist v1,False,
31052,310,count,What is the number of small roads in the image?,number-of,road,60,142,0.04500802606344223,0.00-0.49,51-100,RSVQA Specialist v1,False,
31054,310,count,What is the amount of small buildings?,amount-of,building,168,201+,0.6736459136009216,0.50-0.74,101-200,RSVQA Specialist v1,False,
31056,310,comp,Are there more commercial buildings than square roads?,more-than,building vs road,yes,no,0.7424929141998291,0.50-0.74,n/a,RSVQA Specialist v1,False,
31057,310,comp,Are there less residential buildings than grass areas?,less-than,building vs grassland,yes,no,0.5067620277404785,0.50-0.74,n/a,RSVQA Specialist v1,False,
31058,310,count,How many rectangular residential buildings are there in the image?,how-many,building,126,201+,0.06090765818953514,0.00-0.49,101-200,RSVQA Specialist v1,False,
31059,310,comp,Are there less circular forests than buildings?,less-than,forest vs building,yes,no,0.6373865008354187,0.50-0.74,n/a,RSVQA Specialist v1,False,
31060,310,presence,Is there a circular forest in the image?,is-there,forest,yes,no,0.9902082085609436,0.90-1.00,n/a,RSVQA Specialist v1,False,
31061,310,comp,Are there less buildings than grass areas?,less-than,building vs grassland,yes,no,0.7280102968215942,0.50-0.74,n/a,RSVQA Specialist v1,False,
31063,310,count,What is the amount of rectangular buildings?,amount-of,building,127,201+,0.04971729964017868,0.00-0.49,101-200,RSVQA Specialist v1,False,
31064,310,presence,Is a square building present?,present,building,yes,no,0.8484326601028442,0.75-0.89,n/a,RSVQA Specialist v1,False,
31073,310,count,What is the number of roads on the left of a  water area?,number-of,road,57,142,0.04070908576250076,0.00-0.49,51-100,RSVQA Specialist v1,False,
31077,310,count,What is the amount of medium buildings?,amount-of,building,1,0,0.1686905026435852,0.00-0.49,1,RSVQA Specialist v1,False,
31079,310,count,What is the number of medium residential buildings in the image?,number-of,building,1,8,0.23577508330345154,0.00-0.49,1,RSVQA Specialist v1,False,
31082,310,count,How many small residential buildings are there?,how-many,building,166,201+,0.49515682458877563,0.00-0.49,101-200,RSVQA Specialist v1,False,
31083,310,comp,Are there more roads than water areas?,more-than,road vs water,no,yes,0.7126699090003967,0.50-0.74,n/a,RSVQA Specialist v1,False,
31085,310,count,How many medium grass areas are there?,how-many,grassland,35,201+,0.08730553835630417,0.00-0.49,21-50,RSVQA Specialist v1,False,
31095,310,count,How many small wetlands are there?,how-many,wetland,2,0,0.7748220562934875,0.75-0.89,2-5,RSVQA Specialist v1,False,
31098,310,comp,Are there more buildings than small residential areas?,more-than,building,yes,no,0.9365395307540894,0.90-1.00,n/a,RSVQA Specialist v1,False,
31105,310,count,What is the amount of square residential buildings?,amount-of,building,1,0,0.9392147660255432,0.90-1.00,1,RSVQA Specialist v1,False,
31106,310,count,What is the amount of circular water areas?,amount-of,water,1,0,0.9908410310745239,0.90-1.00,1,RSVQA Specialist v1,False,
31107,310,count,What is the amount of rectangular grass areas?,amount-of,grassland,7,201+,0.10328275710344315,0.00-0.49,6-10,RSVQA Specialist v1,False,
31113,311,count,How many water areas are there?,how-many,water,7,2,0.3162822127342224,0.00-0.49,6-10,RSVQA Specialist v1,False,
31114,311,count,What is the number of roads?,number-of,road,93,201+,0.2754230201244354,0.00-0.49,51-100,RSVQA Specialist v1,False,
31118,311,count,How many wetlands are there?,how-many,wetland,1,3,0.4337148070335388,0.00-0.49,1,RSVQA Specialist v1,False,
31119,311,count,What is the number of buildings?,number-of,building,281,201+,0.836061418056488,0.75-0.89,201+,RSVQA Specialist v1,False,
31120,311,count,What is the number of large water areas on the left of a  scrub?,number-of,water,3,0,0.5234460234642029,0.50-0.74,2-5,RSVQA Specialist v1,False,
31121,311,count,What is the number of scrubs?,number-of,scrub,9,5,0.16167105734348297,0.00-0.49,6-10,RSVQA Specialist v1,False,
31123,311,count,What is the amount of commercial buildings?,amount-of,building,19,1,0.3897586166858673,0.00-0.49,11-20,RSVQA Specialist v1,False,
31124,311,count,What is the amount of grass areas?,amount-of,grassland,1,3,0.1433386355638504,0.00-0.49,1,RSVQA Specialist v1,False,
31127,311,count,What is the amount of residential buildings?,amount-of,building,152,201+,0.603382408618927,0.50-0.74,101-200,RSVQA Specialist v1,False,
31131,311,count,What is the number of rectangular buildings?,number-of,building,247,201+,0.061933111399412155,0.00-0.49,201+,RSVQA Specialist v1,False,
31132,311,count,What is the number of parkings?,number-of,scene,13,3,0.24016353487968445,0.00-0.49,11-20,RSVQA Specialist v1,False,
31134,311,count,What is the amount of industrials?,amount-of,scene,3,1,0.5331469178199768,0.50-0.74,2-5,RSVQA Specialist v1,False,
31136,311,count,What is the amount of residential buildings at the top of a  road?,amount-of,building,152,201+,0.6057816743850708,0.50-0.74,101-200,RSVQA Specialist v1,False,
31141,311,presence,Is a rectangular water area present?,present,water,yes,no,0.8038509488105774,0.75-0.89,n/a,RSVQA Specialist v1,False,
31143,311,count,What is the amount of rectangular water areas in the image?,amount-of,water,2,0,0.7952567338943481,0.75-0.89,2-5,RSVQA Specialist v1,False,
31150,311,count,What is the amount of wetlands at the bottom of a  road?,amount-of,wetland,0,3,0.2416161447763443,0.00-0.49,0,RSVQA Specialist v1,False,
31158,311,presence,Is a medium building present?,present,building,yes,no,0.7659485340118408,0.75-0.89,n/a,RSVQA Specialist v1,False,
31160,311,count,What is the number of small residential buildings?,number-of,building,151,201+,0.36003270745277405,0.00-0.49,101-200,RSVQA Specialist v1,False,
31161,311,presence,Is there a small water area?,is-there,water,yes,no,0.674940824508667,0.50-0.74,n/a,RSVQA Specialist v1,False,
31163,311,count,How many large water areas are there?,how-many,water,6,2,0.32687661051750183,0.00-0.49,6-10,RSVQA Specialist v1,False,
31166,311,comp,Are there less industrials on the right of a  building than buildings?,less-than,building vs building,yes,no,0.9203544855117798,0.90-1.00,n/a,RSVQA Specialist v1,False,
31171,311,comp,Are there more circular residential buildings than scrubs?,more-than,building vs scrub,yes,no,0.652068018913269,0.50-0.74,n/a,RSVQA Specialist v1,False,
31172,311,count,How many circular commercial buildings are there?,how-many,building,1,0,0.9858611822128296,0.90-1.00,1,RSVQA Specialist v1,False,
31177,311,comp,Are there less commercial buildings than parkings?,less-than,building,no,yes,0.5186697244644165,0.50-0.74,n/a,RSVQA Specialist v1,False,
31178,311,count,What is the amount of commercial buildings on the left of a  small road?,amount-of,building,19,1,0.4730187952518463,0.00-0.49,11-20,RSVQA Specialist v1,False,
31184,311,comp,Are there less water areas than scrubs?,less-than,water vs scrub,yes,no,0.6656901836395264,0.50-0.74,n/a,RSVQA Specialist v1,False,
31185,311,presence,Is a medium scrub present?,present,scrub,yes,no,0.7295117974281311,0.50-0.74,n/a,RSVQA Specialist v1,False,
31186,311,count,How many rectangular commercial buildings are there?,how-many,building,14,1,0.38468116521835327,0.00-0.49,11-20,RSVQA Specialist v1,False,
31192,311,count,What is the number of residential buildings at the top of a  parking?,number-of,building,147,201+,0.07927286624908447,0.00-0.49,101-200,RSVQA Specialist v1,False,
31195,311,presence,Is a circular commercial building present?,present,building,yes,no,0.9950860142707825,0.90-1.00,n/a,RSVQA Specialist v1,False,
31196,311,count,How many piers are there?,how-many,scene,2,1,0.6282397508621216,0.50-0.74,2-5,RSVQA Specialist v1,False,
31200,311,comp,Are there more residential buildings than industrials?,more-than,building,yes,no,0.9497256875038147,0.90-1.00,n/a,RSVQA Specialist v1,False,
31202,311,count,How many large buildings are there?,how-many,building,2,1,0.5433191061019897,0.50-0.74,2-5,RSVQA Specialist v1,False,
31208,311,count,What is the amount of rectangular parkings?,amount-of,scene,5,1,0.3559293746948242,0.00-0.49,2-5,RSVQA Specialist v1,False,
31210,311,comp,Are there less wetlands than residential buildings?,less-than,wetland vs building,yes,no,0.6930271983146667,0.50-0.74,n/a,RSVQA Specialist v1,False,
31214,312,count,What is the amount of roads?,amount-of,road,56,40,0.048918917775154114,0.00-0.49,51-100,RSVQA Specialist v1,False,
31218,312,count,How many buildings are there?,how-many,building,29,44,0.05194603279232979,0.00-0.49,21-50,RSVQA Specialist v1,False,
31222,312,count,What is the number of water areas?,number-of,water,18,10,0.08492521196603775,0.00-0.49,11-20,RSVQA Specialist v1,False,
31225,312,count,How many forests are there?,how-many,forest,59,16,0.08183644711971283,0.00-0.49,51-100,RSVQA Specialist v1,False,
31226,312,count,What is the number of residential buildings?,number-of,building,28,45,0.033887360244989395,0.00-0.49,21-50,RSVQA Specialist v1,False,
31235,312,count,What is the amount of rectangular residential buildings?,amount-of,building,16,45,0.035101838409900665,0.00-0.49,11-20,RSVQA Specialist v1,False,
31238,312,count,How many buildings at the bottom of a  medium water area are there?,how-many,building,17,2,0.1312195509672165,0.00-0.49,11-20,RSVQA Specialist v1,False,
31243,312,count,What is the amount of grass areas in the image?,amount-of,grassland,54,49,0.04184822738170624,0.00-0.49,51-100,RSVQA Specialist v1,False,
31246,312,comp,Is the number of commercial buildings equal to the number of commercial buildings?,equal-to,building vs building,yes,no,0.5281792879104614,0.50-0.74,n/a,RSVQA Specialist v1,False,
31247,312,comp,Are there more residential buildings than roads?,more-than,building vs road,no,yes,0.5309363007545471,0.50-0.74,n/a,RSVQA Specialist v1,False,
31252,312,count,What is the number of small forests in the image?,number-of,forest,35,12,0.08407557755708694,0.00-0.49,21-50,RSVQA Specialist v1,False,
31254,312,comp,Is the number of commercial buildings equal to the number of square buildings?,equal-to,building vs building,yes,no,0.8444632291793823,0.75-0.89,n/a,RSVQA Specialist v1,False,
31258,312,count,How many grass areas next to a  residential building are there?,how-many,grassland,49,26,0.05306819826364517,0.00-0.49,21-50,RSVQA Specialist v1,False,
31261,312,count,What is the amount of rectangular buildings?,amount-of,building,17,50,0.03863871470093727,0.00-0.49,11-20,RSVQA Specialist v1,False,
31271,312,count,How many roads at the bottom of a  forest are there?,how-many,road,48,18,0.04276326671242714,0.00-0.49,21-50,RSVQA Specialist v1,False,
31273,312,count,What is the number of farmlands?,number-of,agriculture,27,44,0.05074737221002579,0.00-0.49,21-50,RSVQA Specialist v1,False,
31279,312,comp,Are there less roads than residential buildings?,less-than,road vs building,no,yes,0.7279534935951233,0.50-0.74,n/a,RSVQA Specialist v1,False,
31293,312,count,What is the number of residential buildings on the right of a  rectangular grass area?,number-of,building,24,0,0.07602184265851974,0.00-0.49,21-50,RSVQA Specialist v1,False,
31301,312,presence,Is a circular grass area present?,present,grassland,yes,no,0.9893128275871277,0.90-1.00,n/a,RSVQA Specialist v1,False,
31302,312,comp,Are there more roads than residential buildings?,more-than,road vs building,yes,no,0.5452499389648438,0.50-0.74,n/a,RSVQA Specialist v1,False,
31309,312,count,How many small residential buildings are there?,how-many,building,18,45,0.05632810294628143,0.00-0.49,11-20,RSVQA Specialist v1,False,
31310,312,comp,Are there less roads than grass areas?,less-than,road vs grassland,no,yes,0.603885293006897,0.50-0.74,n/a,RSVQA Specialist v1,False,
31313,313,count,What is the number of grass areas?,number-of,grassland,208,201+,0.7578220367431641,0.75-0.89,201+,RSVQA Specialist v1,False,
31314,313,count,How many rectangular residential buildings are there?,how-many,building,2987,201+,0.9982588887214661,0.90-1.00,201+,RSVQA Specialist v1,False,
31316,313,count,What is the number of water areas?,number-of,water,135,31,0.06107098609209061,0.00-0.49,101-200,RSVQA Specialist v1,False,
31318,313,count,What is the amount of buildings?,amount-of,building,3831,201+,0.9983945488929749,0.90-1.00,201+,RSVQA Specialist v1,False,
31320,313,count,How many residential buildings are there?,how-many,building,3815,201+,0.9982012510299683,0.90-1.00,201+,RSVQA Specialist v1,False,
31321,313,count,What is the amount of small residential buildings?,amount-of,building,3803,201+,0.9989431500434875,0.90-1.00,201+,RSVQA Specialist v1,False,
31322,313,count,What is the number of roads in the image?,number-of,road,574,201+,0.994536817073822,0.90-1.00,201+,RSVQA Specialist v1,False,
31329,313,count,What is the amount of medium residential buildings?,amount-of,building,12,9,0.1486596018075943,0.00-0.49,11-20,RSVQA Specialist v1,False,
31330,313,count,How many parkings are there?,how-many,scene,8,17,0.10791508108377457,0.00-0.49,6-10,RSVQA Specialist v1,False,
31334,313,count,What is the amount of forests?,amount-of,forest,109,119,0.030142992734909058,0.00-0.49,101-200,RSVQA Specialist v1,False,
31339,313,count,How many commercial buildings are there?,how-many,building,14,201+,0.05375218391418457,0.00-0.49,11-20,RSVQA Specialist v1,False,
31346,313,count,What is the amount of rectangular grass areas?,amount-of,grassland,23,28,0.08177774399518967,0.00-0.49,21-50,RSVQA Specialist v1,False,
31347,313,count,What is the number of large woods?,number-of,forest,0,2,0.2512272596359253,0.00-0.49,0,RSVQA Specialist v1,False,
31348,313,count,What is the number of medium commercial buildings?,number-of,building,0,3,0.14592234790325165,0.00-0.49,0,RSVQA Specialist v1,False,
31351,313,count,What is the amount of wetlands?,amount-of,wetland,8,9,0.1256076693534851,0.00-0.49,6-10,RSVQA Specialist v1,False,
31352,313,count,What is the number of large residential buildings?,number-of,building,0,1,0.32486140727996826,0.00-0.49,0,RSVQA Specialist v1,False,
31358,313,count,How many large grass areas are there?,how-many,grassland,141,201+,0.08268455415964127,0.00-0.49,101-200,RSVQA Specialist v1,False,
31361,313,count,How many allotmentss are there?,how-many,scene,2,1,0.42379921674728394,0.00-0.49,2-5,RSVQA Specialist v1,False,
31365,313,count,What is the number of schools on the left of a  medium residential building?,number-of,building,0,1,0.12734052538871765,0.00-0.49,0,RSVQA Specialist v1,False,
31366,313,comp,Are there less commercial buildings than water areas?,less-than,building vs water,yes,no,0.6805009841918945,0.50-0.74,n/a,RSVQA Specialist v1,False,
31367,313,count,What is the number of circular water areas in the image?,number-of,water,0,10,0.09741951525211334,0.00-0.49,0,RSVQA Specialist v1,False,
31390,313,count,How many large commercial buildings are there?,how-many,building,0,1,0.3628907799720764,0.00-0.49,0,RSVQA Specialist v1,False,
31391,313,count,What is the amount of pitchs?,amount-of,scene,8,9,0.34850090742111206,0.00-0.49,6-10,RSVQA Specialist v1,False,
31395,313,comp,Are there more water areas than commercial buildings?,more-than,water vs building,yes,no,0.6991347074508667,0.50-0.74,n/a,RSVQA Specialist v1,False,
31396,313,count,What is the amount of circular buildings?,amount-of,building,1,6,0.25519001483917236,0.00-0.49,1,RSVQA Specialist v1,False,
31399,313,count,How many large buildings are there?,how-many,building,0,1,0.32074350118637085,0.00-0.49,0,RSVQA Specialist v1,False,
31407,313,count,What is the amount of small grass areas?,amount-of,grassland,35,28,0.0531252920627594,0.00-0.49,21-50,RSVQA Specialist v1,False,
31410,313,count,What is the amount of water areas on the right of a  small pitch?,amount-of,water,29,31,0.06359361112117767,0.00-0.49,21-50,RSVQA Specialist v1,False,
31416,314,count,What is the number of roads?,number-of,road,90,201+,0.16085629165172577,0.00-0.49,51-100,RSVQA Specialist v1,False,
31418,314,count,How many residential buildings are there?,how-many,building,59,201+,0.2099732756614685,0.00-0.49,51-100,RSVQA Specialist v1,False,
31420,314,count,What is the number of water areas in the image?,number-of,water,27,20,0.07627938687801361,0.00-0.49,21-50,RSVQA Specialist v1,False,
31423,314,count,What is the number of buildings?,number-of,building,67,201+,0.24627149105072021,0.00-0.49,51-100,RSVQA Specialist v1,False,
31426,314,count,How many forests are there?,how-many,forest,121,201+,0.1150103211402893,0.00-0.49,101-200,RSVQA Specialist v1,False,
31428,314,count,What is the amount of small buildings?,amount-of,building,67,201+,0.6215276122093201,0.50-0.74,51-100,RSVQA Specialist v1,False,
31429,314,count,How many commercial buildings are there?,how-many,building,7,1,0.41728729009628296,0.00-0.49,6-10,RSVQA Specialist v1,False,
31430,314,count,What is the amount of scrubs?,amount-of,scrub,32,20,0.06206492707133293,0.00-0.49,21-50,RSVQA Specialist v1,False,
31431,314,comp,Are there less grass areas than buildings?,less-than,grassland vs building,no,yes,0.7555641531944275,0.75-0.89,n/a,RSVQA Specialist v1,False,
31433,314,comp,Are there more forests than commercial buildings?,more-than,forest vs building,yes,no,0.5520257949829102,0.50-0.74,n/a,RSVQA Specialist v1,False,
31439,314,count,What is the number of residential buildings at the top of a  water area in the image?,number-of,building,58,201+,0.10273903608322144,0.00-0.49,51-100,RSVQA Specialist v1,False,
31443,314,count,How many grass areas are there?,how-many,grassland,76,38,0.051740363240242004,0.00-0.49,51-100,RSVQA Specialist v1,False,
31444,314,count,How many rectangular forests are there?,how-many,forest,14,11,0.10657168924808502,0.00-0.49,11-20,RSVQA Specialist v1,False,
31445,314,count,What is the amount of farmlands?,amount-of,agriculture,12,21,0.07012087106704712,0.00-0.49,11-20,RSVQA Specialist v1,False,
31448,314,count,What is the amount of rectangular buildings?,amount-of,building,48,201+,0.02913297340273857,0.00-0.49,21-50,RSVQA Specialist v1,False,
31455,314,comp,Are there less roads than buildings?,less-than,road vs building,no,yes,0.8718243837356567,0.75-0.89,n/a,RSVQA Specialist v1,False,
31456,314,comp,Are there less residential buildings than roads?,less-than,building vs road,yes,no,0.8986644148826599,0.75-0.89,n/a,RSVQA Specialist v1,False,
31460,314,comp,Are there more forests than roads?,more-than,forest vs road,yes,no,0.6620745658874512,0.50-0.74,n/a,RSVQA Specialist v1,False,
31464,314,comp,Are there more forests than residential buildings?,more-than,forest vs building,yes,no,0.951751172542572,0.90-1.00,n/a,RSVQA Specialist v1,False,
31465,314,count,What is the amount of medium water areas?,amount-of,water,4,3,0.17383813858032227,0.00-0.49,2-5,RSVQA Specialist v1,False,
31466,314,count,How many grass areas next to a  commercial building are there?,how-many,grassland,52,0,0.10427097231149673,0.00-0.49,51-100,RSVQA Specialist v1,False,
31471,314,count,What is the amount of circular water areas?,amount-of,water,10,3,0.2380240112543106,0.00-0.49,6-10,RSVQA Specialist v1,False,
31473,314,comp,Are there more residential buildings than roads?,more-than,building vs road,no,yes,0.8136558532714844,0.75-0.89,n/a,RSVQA Specialist v1,False,
31478,314,count,What is the amount of large farmlands?,amount-of,agriculture,12,19,0.08283629268407822,0.00-0.49,11-20,RSVQA Specialist v1,False,
31479,314,comp,Are there more buildings than roads?,more-than,building vs road,no,yes,0.9357160925865173,0.90-1.00,n/a,RSVQA Specialist v1,False,
31480,314,presence,Is a circular forest present?,present,forest,yes,no,0.8301455974578857,0.75-0.89,n/a,RSVQA Specialist v1,False,
31484,314,comp,Are there less roads than forests?,less-than,road vs forest,yes,no,0.8548294305801392,0.75-0.89,n/a,RSVQA Specialist v1,False,
31485,314,count,How many rectangular water areas are there in the image?,how-many,water,10,3,0.18588878214359283,0.00-0.49,6-10,RSVQA Specialist v1,False,
31486,314,comp,Are there more roads than buildings?,more-than,road vs building,yes,no,0.7776709794998169,0.75-0.89,n/a,RSVQA Specialist v1,False,
31487,314,count,What is the amount of small commercial buildings in the image?,amount-of,building,7,1,0.5229306817054749,0.50-0.74,6-10,RSVQA Specialist v1,False,
31490,314,count,What is the amount of small forests?,amount-of,forest,55,28,0.05508335679769516,0.00-0.49,51-100,RSVQA Specialist v1,False,
31498,314,comp,Are there less buildings than roads?,less-than,building vs road,yes,no,0.8918159604072571,0.75-0.89,n/a,RSVQA Specialist v1,False,
31502,314,count,What is the number of rectangular commercial buildings?,number-of,building,6,0,0.8378480672836304,0.75-0.89,6-10,RSVQA Specialist v1,False,
31503,314,count,What is the amount of square water areas?,amount-of,water,10,1,0.26154080033302307,0.00-0.49,6-10,RSVQA Specialist v1,False,
31505,314,count,What is the number of rectangular grass areas in the image?,number-of,grassland,4,8,0.15752679109573364,0.00-0.49,2-5,RSVQA Specialist v1,False,
31508,314,count,What is the number of large grass areas?,number-of,grassland,61,79,0.029971769079566002,0.00-0.49,51-100,RSVQA Specialist v1,False,
31512,315,count,What is the number of buildings?,number-of,building,1158,201+,0.9946392178535461,0.90-1.00,201+,RSVQA Specialist v1,False,
31514,315,count,What is the amount of commercial buildings?,amount-of,building,13,4,0.20220622420310974,0.00-0.49,11-20,RSVQA Specialist v1,False,
31518,315,count,How many farmlands are there in the image?,how-many,agriculture,75,28,0.05348624289035797,0.00-0.49,51-100,RSVQA Specialist v1,False,
31520,315,count,How many water areas are there?,how-many,water,90,31,0.09205349534749985,0.00-0.49,51-100,RSVQA Specialist v1,False,
31525,315,count,What is the amount of residential buildings?,amount-of,building,1102,201+,0.9963944554328918,0.90-1.00,201+,RSVQA Specialist v1,False,
31528,315,count,What is the number of medium buildings?,number-of,building,16,2,0.2330550104379654,0.00-0.49,11-20,RSVQA Specialist v1,False,
31531,315,count,What is the amount of roads in the image?,amount-of,road,399,201+,0.9866358637809753,0.90-1.00,201+,RSVQA Specialist v1,False,
31533,315,count,What is the number of grass areas?,number-of,grassland,98,28,0.02367672324180603,0.00-0.49,51-100,RSVQA Specialist v1,False,
31539,315,count,What is the amount of rectangular commercial buildings?,amount-of,building,7,1,0.21144524216651917,0.00-0.49,6-10,RSVQA Specialist v1,False,
31541,315,presence,Is a medium commercial building present?,present,building,yes,no,0.5411299467086792,0.50-0.74,n/a,RSVQA Specialist v1,False,
31548,315,count,What is the amount of forests?,amount-of,forest,108,31,0.04217927157878876,0.00-0.49,101-200,RSVQA Specialist v1,False,
31550,315,count,What is the number of parkings?,number-of,scene,15,9,0.12013115733861923,0.00-0.49,11-20,RSVQA Specialist v1,False,
31560,315,count,What is the number of square grass areas?,number-of,grassland,2,0,0.6585864424705505,0.50-0.74,2-5,RSVQA Specialist v1,False,
31562,315,count,What is the amount of scrubs?,amount-of,scrub,36,20,0.09819673746824265,0.00-0.49,21-50,RSVQA Specialist v1,False,
31565,315,count,How many square buildings are there?,how-many,building,1,0,0.7168880105018616,0.50-0.74,1,RSVQA Specialist v1,False,
31566,315,comp,Are there more water areas than farmlands?,more-than,water vs agriculture,yes,no,0.9659988284111023,0.90-1.00,n/a,RSVQA Specialist v1,False,
31568,315,count,What is the amount of circular buildings?,amount-of,building,1,0,0.7357410788536072,0.50-0.74,1,RSVQA Specialist v1,False,
31576,315,comp,Are there less commercial buildings next to a  water area than residential buildings?,less-than,building vs building,yes,no,0.7044489979743958,0.50-0.74,n/a,RSVQA Specialist v1,False,
31578,315,count,How many playgrounds are there?,how-many,scene,4,1,0.5684950351715088,0.50-0.74,2-5,RSVQA Specialist v1,False,
31585,315,count,What is the number of small residential buildings in the image?,number-of,building,1090,201+,0.9939029812812805,0.90-1.00,201+,RSVQA Specialist v1,False,
31586,315,count,What is the amount of circular water areas?,amount-of,water,1,2,0.27810731530189514,0.00-0.49,1,RSVQA Specialist v1,False,
31588,315,count,How many pitchs are there?,how-many,scene,5,3,0.23804470896720886,0.00-0.49,2-5,RSVQA Specialist v1,False,
31594,315,comp,Are there less commercial buildings than water areas?,less-than,building vs water,yes,no,0.5212671756744385,0.50-0.74,n/a,RSVQA Specialist v1,False,
31602,315,comp,Are there less commercial buildings than large water areas?,less-than,building vs water,no,yes,0.7279428243637085,0.50-0.74,n/a,RSVQA Specialist v1,False,
31603,315,count,What is the amount of large water areas?,amount-of,water,12,8,0.11221850663423538,0.00-0.49,11-20,RSVQA Specialist v1,False,
31613,316,count,What is the number of buildings in the image?,number-of,building,105,201+,0.049603305757045746,0.00-0.49,101-200,RSVQA Specialist v1,False,
31615,316,count,What is the amount of roads?,amount-of,road,83,142,0.06625118851661682,0.00-0.49,51-100,RSVQA Specialist v1,False,
31616,316,count,What is the number of commercial buildings in the image?,number-of,building,51,1,0.31574976444244385,0.00-0.49,51-100,RSVQA Specialist v1,False,
31623,316,count,How many forests are there?,how-many,forest,39,23,0.04962197318673134,0.00-0.49,21-50,RSVQA Specialist v1,False,
31626,316,count,How many medium residential buildings are there?,how-many,building,9,2,0.14586538076400757,0.00-0.49,6-10,RSVQA Specialist v1,False,
